"pair","source","target","excess_pool","excess_B","power_A","power_B","power_strictB","depth_B"
"Fibroblast / CAF -> Ductal/tumor epithelial","Fibroblast / CAF","Ductal/tumor epithelial",24080,12254,0.995328293624218,0.877103020351495,0.991418688343785,0.733963006690279
"Fibroblast / CAF -> Endocrine","Fibroblast / CAF","Endocrine",1548,622,0.892341987462968,1,0.999410629947351,0.972055888223553
"Fibroblast / CAF -> Endothelial","Fibroblast / CAF","Endothelial",15510,6557,0.0148197799963078,0.01474711973639,NA,0.0487353485502776
"Fibroblast / CAF -> Exocrine epithelial","Fibroblast / CAF","Exocrine epithelial",12337,6644,0.996028352094307,0.99822320426863,0.998460617144706,0.978530323151837
"Fibroblast / CAF -> Immune","Fibroblast / CAF","Immune",38636,15369,-0.00340572763919389,-0.0115449049129839,NA,0.0551724137931034
"Fibroblast / CAF -> Mural / pericyte","Fibroblast / CAF","Mural / pericyte",2446,1393,0.023444807093999,0.0174841211662561,NA,0.0282685512367491
"Immune -> Ductal/tumor epithelial","Immune","Ductal/tumor epithelial",5909,2230,1,1,0.99871517817751,0.959234869865161
"Immune -> Endocrine","Immune","Endocrine",305,126,0.984714062225895,0.97416294196518,0.97416294196518,0.963855421686747
"Immune -> Endothelial","Immune","Endothelial",3000,1361,0.927856161593877,0.989715242556738,0.974119480516593,1
"Immune -> Exocrine epithelial","Immune","Exocrine epithelial",7844,4199,0.996792386335539,0.998862089527015,0.998349341192607,0.975924710002189
"Immune -> Fibroblast / CAF","Immune","Fibroblast / CAF",32837,15908,0.0271667057034213,-0.000696875588962476,NA,0.00927561837455826
"Immune -> Mural / pericyte","Immune","Mural / pericyte",1130,536,0.952826096280275,0.98725740446401,0.98495272380461,0.964285714285714
"Mural / pericyte -> Ductal/tumor epithelial","Mural / pericyte","Ductal/tumor epithelial",997,337,0.557806967708418,0.933535506218222,0.994789225763986,0.785054014923711
"Mural / pericyte -> Endothelial","Mural / pericyte","Endothelial",5012,1031,-0.00546854815642783,0.117246589866532,0.342561523345732,0.0734801340354235
"Mural / pericyte -> Exocrine epithelial","Mural / pericyte","Exocrine epithelial",423,266,1,0.975969496484452,0.980424783496842,0.722670306489639
"Mural / pericyte -> Fibroblast / CAF","Mural / pericyte","Fibroblast / CAF",2270,943,0.0568461007492308,0.121094138758399,NA,0.116394399066511
"Mural / pericyte -> Immune","Mural / pericyte","Immune",2662,1436,0.0388308823354271,0.0756969457667491,NA,0.130367802811477
