target,source,gene,retained_molecules,log_fold_per_neighbor,z,dispersion,owner
Ductal/tumor epithelial,Fibroblast / CAF,OPRPN,293.32428074505015,-0.13401265920316988,-2.9041678941359335,1.047794050063912,Immune
Ductal/tumor epithelial,Immune,OPRPN,293.32428074505015,0.10474458430867056,1.9519673363466115,1.047794050063912,Immune
Ductal/tumor epithelial,Mural / pericyte,OPRPN,293.32428074505015,-0.26011405388792325,-0.9801847547615367,1.047794050063912,Immune
Ductal/tumor epithelial,Endocrine,ASCL3,468.49011621608093,0.22989374343952454,1.508222169912767,1.0733532742859098,Mural / pericyte
Ductal/tumor epithelial,Endothelial,ASCL3,468.49011621608093,-0.16429495932750884,-1.707834991239764,1.0733532742859098,Mural / pericyte
Ductal/tumor epithelial,Exocrine epithelial,ASCL3,468.49011621608093,-0.0206837196396177,-0.5945578467942896,1.0733532742859098,Mural / pericyte
Ductal/tumor epithelial,Fibroblast / CAF,ASCL3,468.49011621608093,-0.046217838479570436,-1.309978562320131,1.0733532742859098,Mural / pericyte
Ductal/tumor epithelial,Immune,ASCL3,468.49011621608093,0.00768814292207362,0.16915649017972215,1.0733532742859098,Mural / pericyte
Ductal/tumor epithelial,Mural / pericyte,ASCL3,468.49011621608093,0.05428816894761449,0.30634811577624566,1.0733532742859098,Mural / pericyte
Ductal/tumor epithelial,Endocrine,SNTN,382.0,0.17065064182522943,0.920168039458294,1.0873642663157668,Ductal/tumor epithelial
Ductal/tumor epithelial,Endothelial,SNTN,382.0,0.0501957767688184,0.5571996566616549,1.0873642663157668,Ductal/tumor epithelial
