target,source,gene,owner,retained_molecules,log_fold_per_neighbor,z,dispersion,removed_frac,psi_share_e4,hit,z_raw,lfc_raw,hit_raw,clean,sign_consistent
Ductal/tumor epithelial,Exocrine epithelial,NPDC1,Endothelial,5540.999723148659,-0.3455353970466571,-22.370722413338868,1.0479143787777103,0.0355138620739554,5.585261669893366,True,-31.790294177633896,-0.424145099387713,True,True,True
Ductal/tumor epithelial,Endothelial,GNG11,Endothelial,1972.594384548424,0.28023554598991,12.08727352270612,1.0448936717003303,0.3205784336706085,135.5754280677778,True,8.981887154956652,0.19874880632597475,True,False,True
Ductal/tumor epithelial,Exocrine epithelial,GNG11,Endothelial,1972.594384548424,0.4993249158314262,34.812099271252734,1.0448936717003303,0.3205784336706085,16.218001905288713,True,30.21223848809577,0.4139393300062785,True,False,True
Ductal/tumor epithelial,Fibroblast / CAF,GNG11,Endothelial,1972.594384548424,0.1388743788447841,7.749710391321687,1.0448936717003303,0.3205784336706085,30.02681682304241,True,9.967998448638122,0.1675064814347591,True,False,True
Ductal/tumor epithelial,Immune,GNG11,Endothelial,1972.594384548424,0.1731886889838458,9.394233155439968,1.0448936717003303,0.3205784336706085,23.53551133456582,True,9.246004379900963,0.1576999562963278,True,False,True
Ductal/tumor epithelial,Exocrine epithelial,STC2,Endothelial,2233.588123376967,-0.5569243115867811,-16.2810600066347,1.0030406189913512,0.1326005972915096,8.589164438708092,True,-17.1074176844518,-0.29865442919136365,True,False,True
Ductal/tumor epithelial,Exocrine epithelial,IRF8,Immune,1454.2666123741203,-0.1376435859542803,-6.310518022306763,1.0,0.1235533938539406,2.366245659322086,True,-11.248004258181096,-0.20339226843919894,True,False,True
Ductal/tumor epithelial,Endothelial,PRDM1,Immune,5564.851751424846,-0.2890658316940627,-6.378779897792743,1.2211327554559843,0.1047875717553145,50.30848609089198,True,-4.13074763677808,-0.13979830710873772,False,False,True
Ductal/tumor epithelial,Exocrine epithelial,PRDM1,Immune,5564.851751424846,-0.6042147556441284,-22.752830961458237,1.2211327554559843,0.1047875717553145,5.608309517224425,True,-30.72311472285651,-0.5021220082610163,True,False,True
Ductal/tumor epithelial,Exocrine epithelial,GLIPR1,Immune,2025.17204508464,0.2064927470404177,13.741681946865477,1.1780612028482724,0.2615313746646761,8.066746565870748,True,3.5494721009736496,0.050157790751129284,False,False,True
Ductal/tumor epithelial,Fibroblast / CAF,GLIPR1,Immune,2025.17204508464,0.1735323503001284,10.211666635032648,1.1780612028482724,0.2615313746646761,51.19271331411795,True,14.39594156467919,0.22671957156814854,True,False,True
Ductal/tumor epithelial,Immune,GLIPR1,Immune,2025.17204508464,0.2747706354393248,14.957001805175413,1.1780612028482724,0.2615313746646761,75.72294951121177,True,17.598962695724975,0.29477534119245413,True,False,True
Ductal/tumor epithelial,Endothelial,FHL2,Ductal/tumor epithelial,36812.0,-0.1548407587989114,-8.774983817440196,1.5321799919221657,0.0,0.0,True,-9.777010242868514,-0.17012549386523373,True,True,True
Ductal/tumor epithelial,Exocrine epithelial,FHL2,Ductal/tumor epithelial,36812.0,-0.7745869652489467,-52.6654326955564,1.5321799919221657,0.0,0.0,True,-66.17529388512601,-0.9241763363412162,True,True,True
